MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
766,Amount style win,Documentary,1984,08-12-1984,USA,34255610.23,33876231.41,70494638.18,5909633.76,15525173.42,6.0,58,906,1946,Robert Webster,Teresa Santos PhD
767,Institution present contain sort,Horror,1961,07-05-1961,USA,8390837.34,17355774.8,30968183.56,4117468.18,7088088.45,6.2,56,1605,1032,Renee Campbell,Monica Nelson MD
768,Wish save,Horror,1985,29-03-1985,India,1605812.15,2419146.22,3678291.78,433856.3,1264979.37,7.9,71,2071,4717,Robert Hendricks,Andrew Lyons
769,Free at hold,Romance,2010,30-08-2010,USA,2723115.03,7227520.82,10883046.75,1652579.83,4026286.62,7.0,93,492,295,Matthew Beck,Alexander Haley
770,Film word if meeting,Comedy,1974,10-04-1974,South Korea,864249.0,2013854.26,3656301.35,454498.43,1018967.21,7.6,77,10859,103,Donna Hall,Joseph Contreras
771,His fly wear,Action,2007,09-05-2007,USA,5491377.08,3234914.39,5491377.08,600991.31,1456601.61,5.7,59,1520,739,Bryan Murray,Shawna Bryant
772,Issue me fly,Comedy,2008,30-04-2008,USA,1485497.53,2470874.97,3670644.53,502094.58,1263406.58,6.7,82,2551,50,James Cross,John Perry
773,Learn race maintain,Action,1962,01-06-1962,USA,34534807.77,102856648.0,154651055.4,11969801.2,44287721.74,6.8,51,789,50,James Miller,Samuel Wyatt
774,Family before decide,Comedy,2007,29-03-2007,UK,1928725.37,4648442.48,7883840.57,1380406.67,1907917.43,5.6,69,10293,39361,Troy Cochran,Melissa Cunningham
775,Specific your consumer,Action,2006,30-07-2006,China,2891170.76,7979816.16,12648579.44,986079.56,3327015.62,5.5,62,2216,3747,Renee Campbell,Kimberly Johnson
776,Citizen movie year,Sci-Fi,2013,23-02-2013,USA,1196620.74,2534926.15,4510319.27,317910.19,1237148.69,6.7,85,1852,8220,Jessica Singh,Trevor Lee
777,According assume figure,Drama,1968,13-04-1968,USA,139861.98,167599.46,255661.59,38664.05,87678.97,7.3,56,4522,1774,Brooke Morales,Stephanie Ferrell
778,Term stage central,Thriller,2005,12-01-2005,USA,8692324.9,19077954.18,37048500.66,4854930.48,7981003.08,7.5,64,100,1645,Anthony Henry,Paige Gonzalez
779,Would,Thriller,2021,24-10-2021,USA,10533241.03,23890939.98,39935757.57,4183280.91,12480155.38,8.1,79,3465,94,Chad Peters MD,Jeffrey Smith
780,Why team program,Thriller,2019,17-07-2019,USA,1007883.0,3237500.96,4754327.58,328896.66,1748158.64,8.3,96,16523,50,Kimberly Barker,Jorge Thompson
781,She bag,Thriller,2017,22-09-2017,USA,15212687.84,6758457.02,15212687.84,1008772.72,4005043.87,7.8,89,516,1508,Kim Watkins,Samantha Sanders
782,Rather glass determine,Horror,2017,04-04-2017,Australia,3795943.09,5806092.99,12326584.23,1162242.52,3239283.99,7.4,76,1872,3202,David Lee,Richard Miller
783,Skill,Thriller,1996,29-06-1996,Japan,48253281.57,55178264.46,133299062.9,9381742.61,31032157.72,7.8,82,2595,1417,Barbara Torres,Dalton Johnson
784,Still thus,Comedy,1987,07-03-1987,UK,548833.64,1419412.02,2029463.26,253794.01,751785.21,6.9,51,3079,197,Karen Barrett,Dalton Johnson
785,Expect heavy smile,Comedy,2002,24-10-2002,USA,2991840.14,4759286.57,11639253.05,479893.02,1971032.57,5.5,33,960,570,Karen Smith,Tami Miranda
786,Look,Drama,1985,21-01-1985,USA,2075161.11,2895681.85,4558914.94,705131.97,1620752.59,6.2,58,3072,5363,Lori Callahan,Melissa Mcgee
787,Opportunity hotel mention,Horror,2022,18-10-2022,Australia,3158350.83,4003492.56,6862044.15,1105450.63,2243117.34,6.8,62,2339,129,David Lee,Mark Smith
788,Someone,Thriller,1950,15-10-1950,USA,4842933.22,7623593.19,12191668.17,1929274.05,3200145.86,6.1,61,2344,703,Christian Hernandez,Robert Reynolds
789,Thing analysis wrong magazine,Documentary,2017,16-04-2017,India,100000.0,167625.7,247281.26,25207.46,84543.9,6.6,51,282,314,Brian Robinson,Ashley Pena
790,Again since suffer,Drama,1984,03-12-1984,USA,2497134.02,4058914.17,7101247.65,852465.34,2199357.14,8.0,87,4676,612,Sharon Wilson,Eric Perry
791,Be whose way,Horror,1980,03-08-1980,USA,1890646.51,1438165.02,2055475.59,344416.62,774496.21,7.1,79,413,50,Denise Horne,David Castillo
792,Else off,Action,1994,31-08-1994,USA,15632161.02,15290661.78,36548065.39,3995388.9,7348879.89,4.1,48,1967,1127,Nathan Bolton,Daryl Douglas
793,Operation maintain today,Thriller,1993,26-12-1993,USA,554273.69,925060.11,1402866.29,136595.47,550826.11,6.4,79,1528,5937,Chad Peters MD,Jeffrey Jenkins
794,Bad baby write,Action,2003,20-02-2003,USA,5735045.1,8771122.45,14077954.39,1157683.29,4743507.7,5.5,71,5046,863,Francisco Ford,Melissa Morales
795,Hope,Action,2020,14-11-2020,USA,2133437.19,5122279.89,10310722.96,1073479.46,2798976.65,6.9,73,5868,10864,Jennifer Miller,Cindy Barnes
796,Onto rise,Thriller,1952,29-09-1952,USA,845280.57,1882323.38,3701521.14,316443.9,1101053.6,4.5,54,12753,2137,Darlene Murphy,Nicholas Richards
797,Individual or likely option,Drama,2001,01-06-2001,USA,6295714.0,9855921.23,18200045.1,2408789.02,5728444.29,3.5,38,3898,94,Christopher Roach,Alexander Haley
798,Thousand baby,Drama,2010,26-11-2010,USA,13068903.22,29841849.49,58174379.91,8919145.23,16531902.09,7.7,92,274,50,Darrell Carlson,Miranda Armstrong
799,Address line arm,Romance,1998,01-08-1998,USA,2519539.17,2417156.89,5167784.67,478517.34,1443057.44,8.2,76,744,659,Hannah Camacho,Douglas Davis
800,Argue operation,Drama,1987,13-06-1987,USA,1634593.15,3011833.03,6601759.09,407763.98,1293205.79,5.4,60,13809,153,William Walker,Nicholas Williamson
801,Under deep situation,Thriller,1996,31-08-1996,USA,2020483.8,2748268.89,6104755.27,443090.04,1373277.14,7.9,58,578,6185,Gary Simmons,William Prince
802,Then tough,Action,1998,21-01-1998,Japan,3262078.07,6087310.26,15185109.6,1731411.93,2540549.43,6.7,70,237,343,Adriana Campbell,Jeffrey Holloway
803,Dream when,Documentary,1985,25-12-1985,USA,198875.14,315687.96,603941.31,42934.6,145386.59,5.3,42,20494,303,Michael Chung,Jeffrey Holloway
804,Reach,Romance,2017,03-04-2017,USA,3640593.19,5666522.42,11918489.51,1452009.4,2269379.32,7.8,77,15480,2672,Lisa Atkins,Amanda Lawson
805,Process several accept,Drama,1970,25-02-1970,UK,3648955.31,7668874.6,15658875.91,1575019.12,4527609.19,6.5,58,6585,50,Sharon Wilson,Robert Walker
806,Whose ten,Drama,1996,15-05-1996,USA,47516790.74,142020281.5,206732091.5,15914081.18,76020790.1,6.4,63,532,454,Kayla Young,Jeffrey Sharp
807,Community imagine,Comedy,2024,04-11-2024,USA,43359706.26,77181118.25,122126174.3,8210786.6,44637648.64,6.0,67,7264,1100,Colleen Willis,Chad Santiago
808,Maybe of,Drama,2019,09-07-2019,Japan,13287451.45,14572677.83,34457692.72,3581674.26,6667183.32,6.8,83,2631,74,Jennifer Willis,Shawna Bryant
809,Foot doctor under style,Action,1985,15-07-1985,USA,6871092.23,10398359.83,21610143.35,1218549.67,4175013.41,5.7,35,9406,704,Tara Underwood,John Strickland
810,Fight life positive,Drama,2025,11-12-2025,USA,2925727.46,1705203.1,2925727.46,284333.8,801093.38,7.6,74,11518,39739,David Perez,Jessica Scott
811,Section major,Comedy,1996,13-10-1996,Australia,3831461.98,5721122.44,9212895.29,1172425.24,3174788.12,4.0,34,2226,1457,Jennifer Atkinson,Sandra Brown
812,Suffer two,Drama,2013,16-03-2013,USA,47721023.71,102027603.5,180302080.6,26589600.86,42312782.05,8.6,93,1708,66,Roberto Underwood,Jamie Chavez
813,Nice piece near,Drama,2014,08-03-2014,USA,25181123.18,16689199.09,25181123.18,3506530.27,7509553.51,4.9,57,47154,319,Melissa Cohen,Brenda Wheeler
814,Personal agent low,Sci-Fi,1999,08-09-1999,Canada,11035288.76,6989357.81,11035288.76,907565.35,3660101.67,6.8,62,9403,50,Benjamin Ray,Brandon Green
815,So staff,Comedy,2022,22-03-2022,USA,8790833.95,4490156.25,8790833.95,794333.25,2246927.95,7.7,100,30284,78,Karen Smith,Christina Buchanan
816,Figure my painting,Action,2001,31-08-2001,USA,6908962.27,6407485.63,9358553.9,1553877.29,3518456.14,5.1,28,1265,86,Kimberly Barker,Tracy Williams
817,When list she politics,Documentary,2020,30-07-2020,South Korea,726551.06,1119620.08,2448810.4,114134.21,587021.83,6.0,51,6746,2681,Joshua Baker,Christopher Patterson
818,Challenge parent than,Action,2025,04-07-2025,USA,1841051.41,3237132.89,5610086.22,630618.2,1893159.59,4.7,38,16552,62,Benjamin Ray,Sandra Brown
819,City outside,Thriller,2010,30-12-2010,UK,3377926.0,9448732.11,15668570.83,2783635.2,3815477.38,7.9,72,1612,2630,Jeremy Davis,Patricia Keller
820,Laugh rest six,Thriller,2011,19-12-2011,China,1661468.66,4676287.62,7930102.59,781701.05,2288990.99,5.5,48,1416,2292,Michael Ross,Dominique Aguirre
821,Like old,Action,2009,14-07-2009,USA,7522134.17,5235786.06,7522134.17,1371960.66,3074214.61,3.5,31,1843,61,Judy Walker,Jonathan Lee
822,Speech,Comedy,1998,04-08-1998,USA,801978.26,2116940.14,3870057.81,510476.99,1018156.49,7.2,60,9165,3831,David Lee,Kathryn Hunt
823,Skill,Comedy,1996,15-12-1996,UK,5709304.72,14632535.55,23039563.34,1603353.62,7472109.91,6.9,75,24517,719,Jeremy Davis,John Strickland
824,Position of nation,Comedy,1962,06-01-1962,UK,1224212.81,2891704.71,4890137.17,565298.25,1276511.52,1.9,28,3259,2747,Albert Phillips,Isaiah French
825,Approach consumer front,Drama,1959,27-05-1959,USA,4287019.96,2178419.19,4287019.96,251038.26,1161903.53,9.2,89,228,21266,Melissa Hernandez,William Washington
826,Get mean show,Documentary,2006,09-08-2006,India,9714172.31,6771722.56,9714172.31,1332197.26,3398422.85,5.3,52,40336,218,Michael Manning,Kimberly Ramirez
827,Safe adult price,Documentary,2025,15-12-2025,USA,4131061.51,6093719.96,11087746.2,1645787.34,3285321.76,5.7,50,1372,50,Suzanne Gonzalez,Marissa Pena
828,Short always,Comedy,2024,31-05-2024,USA,21857206.53,64488814.86,108083462.9,7809201.75,27667181.52,2.0,2,4756,50,Karen Smith,Amy Gomez
829,Pay light season truth,Drama,1971,09-09-1971,USA,11657864.98,26838316.73,43918584.98,6311606.0,15068856.46,8.3,81,1637,50,Shannon Ross,Patrick Barnett
830,Smile couple,Comedy,1994,03-01-1994,USA,7716206.92,7329520.59,13207509.96,1880758.91,3521921.85,5.7,52,14566,8214,Mr. Jorge Anderson,Greg Ball
831,Plant discuss theory believe,Drama,1961,13-02-1961,USA,3384037.07,2383066.82,4361420.97,445245.07,1386345.62,5.7,59,24591,243,Amanda Montgomery,Sherry Turner
832,Worry marriage number,Drama,2009,20-03-2009,USA,294036.77,650270.91,1218548.79,99683.64,325658.45,8.2,61,2706,654,Brenda Smith,Becky Dean
833,Let mouth,Action,2007,24-01-2007,USA,1482482.3,929305.15,1482482.3,119660.45,554273.52,8.1,76,3256,1396,Vanessa Fox,Lynn Pierce
834,Century mouth,Drama,2013,04-03-2013,Canada,1062186.4,2491821.41,5216566.58,645768.09,1267316.87,5.0,54,1360,50,Megan Sharp,Brandi Moon
835,White class reduce,Comedy,2016,08-12-2016,USA,66717338.38,67691539.62,135836955.7,19862774.39,28039414.62,7.1,88,18631,1019,Ashley Medina,Diane Jacobs
836,Another face,Comedy,1970,01-11-1970,France,119887.34,309022.59,589249.44,85625.35,171240.94,5.2,61,760,194,Vanessa Fox,Melissa Mcgee
837,See rise,Comedy,1988,07-06-1988,Canada,3086745.67,6795004.04,13525829.3,735697.77,2729551.31,7.7,72,4827,284,Terry Lawrence,Nicholas Richards
838,Own,Action,2007,08-02-2007,USA,260801.64,665423.5,1120452.85,77835.49,314005.01,7.9,58,1574,17083,Brian Robinson,Robert Garcia
839,Expert theory step,Action,1999,19-09-1999,USA,1953285.44,5472511.0,9722178.49,1566419.06,2942106.44,7.3,64,1648,636,Charlotte Williams,Alexandra Benitez
840,Itself grow return police,Drama,1977,01-07-1977,USA,3373569.54,5033390.47,8799614.88,1186935.93,3003570.95,8.1,68,1526,6381,Nathan Bolton,Ashley Pena
841,Stay reveal,Drama,2002,11-04-2002,USA,3726113.45,3827086.46,6171509.81,1074060.24,2018073.32,3.3,25,985,244,Jessica Gonzalez,Lorraine White DDS
842,Something history,Comedy,1997,05-03-1997,USA,15662139.42,18786953.2,28185527.82,3042474.37,8390903.2,5.6,62,8181,202,Kayla Young,Catherine Willis
843,Ever treat,Documentary,1969,20-09-1969,USA,30653730.72,53492542.6,129039951.2,12934815.33,25277782.31,5.3,42,1247,591,Jeremy Ray,Derek Jones
844,Play establish,Drama,1974,25-04-1974,USA,911390.68,1585990.02,3804203.53,191566.34,710875.32,5.3,51,1451,50,Judy Walker,Jason Ramos
845,Control sell fast,Drama,1977,23-07-1977,USA,1020063.7,494691.17,1020063.7,86156.54,220642.23,6.7,72,14924,253,Alyssa Adams,Casey Lloyd
846,Positive once,Drama,2012,08-10-2012,Japan,1010063.24,640306.94,1412759.45,73614.66,267123.32,4.8,51,14013,130,Chad Koch,Daryl Douglas
847,According parent,Drama,1998,28-02-1998,France,1564303.64,3551023.65,6972689.18,434556.26,1782668.86,5.0,35,2651,237,Tara Underwood,Tricia Thomas
848,Challenge important,Comedy,2020,14-12-2020,UK,137685.8,90152.43,179395.27,23626.1,52974.73,6.6,67,40831,707,Jason Jones,Meghan Mcintosh
849,Air wrong,Drama,1982,03-04-1982,USA,4151248.26,11843689.48,17329807.53,2329138.06,5181263.01,8.0,66,3507,914,Troy Cochran,Jonathan Lee
850,Model live,Drama,1965,20-11-1965,USA,1877554.68,5013160.51,8053564.8,727651.26,2519130.52,7.2,47,1242,75,Karen Smith,Greg Ball
851,Performance else data conference,Horror,1978,28-06-1978,USA,551514.12,1177241.54,2743888.62,201102.63,476344.37,7.7,77,479,10188,Kristina Moore,Trevor Lee
852,Design teacher administration,Thriller,1997,15-09-1997,USA,3661457.83,5357486.35,10425053.91,1241051.64,2504044.71,4.1,50,4136,374,Eric Ramirez,Terry Martinez
853,Run foreign,Romance,2020,10-08-2020,USA,4945853.76,8447452.4,15934098.63,1979268.24,4562201.16,6.8,75,442,50,Jeremy Ray,Amber Willis
854,Smile deal investment pay,Documentary,1988,03-02-1988,USA,4525858.41,7280642.94,11439726.09,936849.49,3410542.66,6.4,56,503,331,Jennifer Miller,Ashley Reeves
855,Center identify,Drama,1989,25-07-1989,India,186986.66,541717.25,785972.52,112196.93,264467.12,7.0,63,2600,4080,Jacqueline Briggs,Greg Ball
856,Research join,Sci-Fi,2018,26-03-2018,USA,2125292.54,2494832.67,5028518.98,333247.92,1036084.99,7.2,75,14123,4317,Hannah Camacho,Kristina Krause
857,Country picture,Comedy,1996,01-05-1996,France,2139965.86,5254727.46,7795168.93,1392878.09,3131336.6,5.9,47,1211,2804,Karen Smith,Joshua Walker
858,Help base,Horror,2003,16-10-2003,USA,18978593.16,27677717.59,39721883.15,7178917.77,12618624.75,3.2,26,263,4532,Adam Brown,Thomas Sims
859,Current successful,Romance,2017,03-02-2017,USA,549751.51,738987.09,1315936.55,154075.86,331812.13,5.5,52,427,2298,Hannah Camacho,Melissa Lopez
860,Prepare yet take,Action,1992,26-08-1992,USA,6764658.29,3306409.27,6764658.29,714510.04,1599152.75,5.5,38,876,13876,Barbara Torres,Andrea Bowers
861,Take operation,Drama,2005,05-09-2005,China,21728195.37,42924092.15,75084607.79,9699936.09,18151060.21,6.5,70,12291,2055,Francisco Ford,Timothy James
862,Second,Comedy,1989,17-10-1989,USA,29850674.85,42178209.06,67407473.21,7498666.81,19388651.66,6.4,79,4690,50,Terry Lawrence,Kelly Horn
863,Court discuss almost,Horror,2008,23-09-2008,USA,10457663.99,6497474.19,11172809.03,1699849.78,3494659.68,5.8,50,919,439,Suzanne Gonzalez,Douglas Bullock
864,Weight budget,Documentary,1977,29-10-1977,Canada,634772.45,333760.48,634772.45,93118.23,172912.26,5.0,65,1555,1434,Kristina Moore,Holly Jones
865,Teacher those,Thriller,2015,22-07-2015,USA,1777904.83,4642089.69,8280213.85,1238052.21,2333505.91,5.4,61,8075,709,Michael Ross,Nicholas Williamson
866,Candidate attorney level sure,Romance,1999,24-03-1999,USA,105576736.6,96351330.75,198852255.9,13372474.76,54782962.99,7.2,80,368,10690,David Perez,Jeffrey Sharp
867,Bed land there,Drama,1959,23-04-1959,USA,6574739.92,3987871.82,6574739.92,532454.19,1597818.54,5.1,36,9748,859,James Wright,Mark Jones
868,Sit receive,Comedy,1998,11-10-1998,USA,53312831.1,51268117.55,96596489.19,7826596.83,30088855.47,5.6,69,3015,262,Maria Lane,Brian Gentry
869,Computer concern,Thriller,2024,06-02-2024,USA,1291428.69,736037.69,1291428.69,117112.3,441100.79,4.3,36,3627,50,Karen Robinson,Peter Sanders
870,Note six though,Drama,1999,29-08-1999,USA,1495451.21,1233932.33,1798780.39,234016.76,508599.4,5.8,61,913,424,Amanda Cantrell,Mark Morris
871,Option budget themselves professional,Drama,1981,11-07-1981,USA,217547.09,416623.69,618111.55,95591.42,242106.55,5.8,59,8480,240,Joshua Baker,Sandra Farmer
872,Shake,Documentary,1969,30-05-1969,Canada,2237390.18,4274505.36,6847983.36,581478.31,1909767.22,10.0,92,16483,3385,Karen Barrett,Cindy Barnes
873,Major follow series,Comedy,2025,17-10-2025,USA,11543452.22,7805581.1,11543452.22,2240785.12,3720677.84,5.3,63,774,1183,James Miller,Kristina Krause
874,Officer child phone,Thriller,1974,11-10-1974,USA,195992.01,94113.24,195992.01,25487.82,51151.98,6.2,65,6358,50,Brooke Morales,Sharon Riley
875,Throw over,Drama,1976,28-06-1976,USA,4918415.93,15806748.75,23660489.07,2924038.08,6598630.18,6.1,56,8436,1253,Tracy Tucker,Kathryn Stevenson
876,Various clearly,Action,1987,19-01-1987,UK,10919791.86,31845051.13,51159107.22,6694962.64,17936792.46,7.3,80,5018,69,Barbara Torres,Adam Williams
877,Bar kind right,Drama,1992,20-11-1992,USA,436063.61,680361.82,1341344.22,116384.62,323693.42,7.4,49,6176,50,Michael Ross,Patricia Keller
878,Production thank,Horror,1964,05-07-1964,France,151060204.6,155695387.4,368484285.7,27565681.16,77133292.6,6.5,58,263,50,David Hall,Jessica Scott
879,Sign other,Documentary,1999,26-11-1999,USA,1240826.94,3000200.42,5539914.21,881478.41,1678880.6,3.7,45,6440,966,Troy Cochran,Jennifer Hall
880,Join song,Action,1988,12-03-1988,USA,11337277.58,17885693.0,35670419.57,3234864.7,9134654.35,5.0,58,1547,549,Oscar Santos,Cameron Pineda
881,Fish feel,Drama,2017,08-08-2017,USA,363169.81,183631.17,441573.09,31139.95,88783.34,6.4,59,10235,50,Jacqueline Briggs,Jamie Cunningham
882,Page institution someone,Documentary,1975,22-08-1975,USA,2435713.02,2150332.57,3341520.58,422198.7,973096.35,8.2,85,905,50,Roberto Underwood,Christina Jones
883,Prevent truth,Romance,2013,14-05-2013,Australia,865669.69,367473.08,865669.69,78305.95,177772.5,3.9,39,215,3598,Gary Simmons,Diane Jacobs
884,Throw,Action,2008,20-11-2008,USA,357243.95,373815.47,905449.32,92412.47,154793.12,8.0,100,4380,720,Suzanne Gonzalez,Eric Cooper
885,First day exactly,Horror,1960,31-01-1960,USA,535477.89,305774.69,535477.89,75258.9,128324.49,5.7,44,12166,769,Thomas Peterson,Alison Clark
886,Time level,Drama,2011,08-03-2011,USA,3278302.11,5712049.28,9573763.96,1347450.09,2481804.48,8.2,77,3422,1535,Dr. Jonathan Long,Morgan King
887,Conference region,Drama,2001,31-05-2001,USA,25482007.85,37052516.37,81246941.83,6356866.83,17632831.53,8.0,78,664,689,Benjamin Ray,Casey Collins
888,Go summer,Thriller,2008,04-10-2008,USA,24849327.67,36204692.64,82448937.95,10074016.12,20493632.52,4.9,43,833,568,Sophia Gomez,Christopher Green
889,Final thank key,Comedy,1977,27-05-1977,USA,8527234.53,13908051.29,29710796.09,3065642.72,6922978.31,6.3,57,1178,651,Susan Farley,Russell Martin
890,Window difference maybe,Sci-Fi,2015,07-04-2015,USA,487796.7,459061.52,983029.83,89249.98,221146.3,6.8,77,172,456,Roberto Underwood,Trevor Lee
891,Increase probably blue,Comedy,2013,15-10-2013,USA,300000000.0,208285840.9,414383360.9,47736294.49,86673643.12,8.0,81,342,2023,Terry Lawrence,Christopher Tucker
892,Lot operation,Romance,2002,19-02-2002,USA,362542.85,638354.88,1085163.55,67807.94,278208.22,8.2,95,831,332,Rachel Hayes,Ronald Herrera
893,Walk,Action,2015,31-12-2015,USA,12091628.48,20858316.85,43316301.87,5162442.52,10212421.74,7.2,67,230,537,Tyler Sanchez,Brandon Mcguire
894,Such employee,Action,1952,04-11-1952,China,2983320.36,1930817.83,3000872.41,361347.41,1132935.66,9.4,96,1375,473,John Jones,Brittany James
895,Common see,Comedy,1954,26-06-1954,USA,468684.71,237130.45,468684.71,70115.5,119484.81,9.4,100,16315,1293,Joshua Baker,Terry Martinez
896,Official possible,Drama,2024,11-04-2024,USA,285705.83,358110.24,541388.85,73507.34,204111.1,7.9,99,5834,3362,Michael Manning,Sierra Brooks
897,They music,Comedy,2011,29-11-2011,UK,22867580.91,12469277.07,27652060.03,1709995.58,6650998.49,8.2,81,626,996,Brenda Smith,Robert Reynolds
898,Hotel possible,Thriller,1990,19-12-1990,UK,827148.36,1644546.81,3955446.9,438525.64,664069.12,5.4,40,8241,631,David Perez,Kristy Faulkner
899,Action,Action,2014,18-04-2014,USA,3788455.58,3331486.68,4948206.9,920762.38,1604411.54,8.6,94,203,122,David Charles,Krystal Cross
900,Company,Horror,2025,22-02-2025,Canada,3716194.82,1871908.02,4019069.64,309399.84,960986.3,4.4,46,708,50,Carolyn Schwartz,Kimberly Smith
901,Fire defense painting,Comedy,1971,15-12-1971,USA,1133397.13,3076621.08,5390423.47,761267.33,1626333.62,4.1,43,1097,216,Mr. Drew Clark Jr.,Mckenzie Perez
902,Network head,Drama,2003,02-05-2003,UK,666004.78,610127.38,934245.12,111037.98,268942.8,7.0,78,2799,844,Maria Lane,Carolyn Calhoun
903,Break his white,Documentary,1978,15-04-1978,USA,3743070.25,3729175.47,7980786.01,445608.43,1647369.69,7.6,69,339,314,James Miller,Catherine Rogers
904,Real personal sign arm,Thriller,1962,10-10-1962,USA,8772604.13,8575619.52,12672343.2,861402.56,3573210.36,7.6,78,14955,14931,Paul Rogers,Ashley Gilmore
905,Door network,Action,2025,13-05-2025,USA,3696868.79,3876370.85,6006141.48,897670.59,2285488.67,6.9,68,201,13024,Sophia Gomez,Sandra Spears
906,Subject environment,Drama,1992,16-06-1992,UK,5632605.63,2830694.42,5632605.63,396262.1,1296171.0,5.9,75,48331,12316,Carolyn Schwartz,Mary Wolfe
907,Country,Comedy,2004,20-06-2004,USA,13751913.24,20114798.9,48684998.79,4449503.98,11594736.99,4.8,58,608,1598,Melissa Cohen,Darren Jones
908,Current boy crime,Drama,2000,21-12-2000,USA,1906738.65,4715244.94,7584498.29,1296371.15,2718433.25,8.5,100,1422,1284,Adam Brown,Steven Green
909,Positive project,Action,1986,14-09-1986,USA,4817611.5,7790863.29,13393959.99,1174411.72,4539066.22,6.2,52,692,768,Susan Farley,Julie Hoffman
910,Industry house note,Comedy,1958,13-03-1958,UK,110352.51,169277.68,276515.12,24609.79,72459.96,6.2,36,776,5322,Sophia Gomez,Russell Martin
911,Though firm almost,Drama,1976,15-03-1976,Australia,10148993.47,13007089.81,31613689.92,1910809.28,5764321.82,6.8,66,4635,2375,Amber Anderson,Thomas Sims
912,Population section,Action,2002,20-09-2002,USA,6872927.49,15165983.3,27029512.28,2126723.23,8578880.12,6.6,68,2688,1029,Janice Taylor,Alyssa Wolfe
913,Majority realize,Horror,2013,20-09-2013,USA,5490832.62,5438810.14,10124184.27,1269991.61,2560308.83,6.9,59,2192,1915,Jessica Rodriguez,Brian Mccormick
914,Choice four line,Romance,2015,05-06-2015,USA,18043403.19,55617622.58,82842022.24,5711160.53,24321914.16,5.9,51,3354,219,Sean Howard,Amanda Lawson
915,Customer year,Sci-Fi,1976,06-05-1976,South Korea,9266522.75,17831644.45,30314488.93,2236592.12,10249660.43,5.6,48,1945,147,Brenda Smith,Trevor Lee
916,Itself role,Horror,2009,22-03-2009,China,2231881.63,4554087.33,6877162.71,788501.96,2470960.89,6.4,42,1346,3937,Mark Moody,Tyler Cooper
917,Choice like lot,Romance,2019,26-05-2019,USA,770937.59,1265380.73,2647016.93,148290.15,611888.89,10.0,100,6860,294,Kristina Moore,Mark Morris
918,Not himself rule,Romance,2008,17-09-2008,China,998816.36,2932489.5,4819370.53,849923.39,1650928.15,3.4,40,1906,124,Jennifer Atkinson,William Brooks
919,Either teach letter,Comedy,2012,03-04-2012,Australia,5219178.34,10007915.04,17524922.56,1416815.76,4855078.14,8.5,76,4741,70,James Wright,Richard Davis
920,Director,Action,2007,13-08-2007,USA,5846430.23,9851534.26,23930976.68,1622459.62,3964437.11,4.6,57,3387,2187,William Banks,Joy Huber
921,Hope experience,Action,1976,25-09-1976,USA,3811962.14,3793412.71,7588793.21,898353.2,1543157.83,8.0,82,414,5189,Colleen Willis,Jennifer Leach
922,War address tough,Horror,2014,20-09-2014,USA,5088830.37,9960647.09,18156251.48,2951982.74,5515481.37,7.2,85,1664,94,Jonathan Evans,Casey Collins
923,Anyone black father,Thriller,1989,10-10-1989,USA,782848.34,984935.0,1595920.02,179824.63,567837.46,7.2,75,161,714,Benjamin Hudson,Dawn Blake
924,Force budget expert,Comedy,1980,06-06-1980,Canada,1461781.61,633126.15,1461781.61,168750.87,329651.99,7.1,84,128067,127,Anthony Henry,Sydney Jordan
925,Finally more design,Drama,2018,03-07-2018,USA,24788223.73,32935769.83,78632611.03,7181768.29,17511047.78,6.8,64,7049,246,Eric Ramirez,Jimmy Smith
926,Store send maybe,Action,2007,26-12-2007,USA,734770.77,418605.7,734770.77,92034.38,246070.46,4.2,46,28819,355,Robin Hooper,Amanda Lawson
927,Form,Action,2006,04-02-2006,UK,5787188.16,5788704.2,12911273.85,772205.12,2682986.35,3.0,46,1182,53,Melissa Hernandez,Shannon Hunt
928,Lot significant gun,Drama,1979,27-11-1979,USA,1230376.86,1681284.06,3244499.88,309343.82,873637.76,4.3,22,7590,57,Thomas Peterson,Victoria Phillips
929,Situation eye remember,Action,1990,16-09-1990,USA,2360810.19,1608304.19,2360810.19,323732.96,931429.27,7.5,80,18785,161,Judy Walker,Dalton Johnson
930,Thousand hear always,Action,1976,18-12-1976,USA,21881346.75,9379089.42,21881346.75,2076367.63,3991499.61,8.1,75,1510,1523,Darrell Carlson,Shawn Washington
931,Size interesting,Drama,1974,04-01-1974,USA,5813385.45,12453858.27,20120758.08,1519342.41,6643525.1,7.5,68,2627,21830,Donna Hall,Joy Huber
932,Energy significant,Comedy,1977,03-01-1977,USA,6903906.52,9447162.1,19085334.39,1634025.46,4961072.29,6.6,59,3560,1690,Ryan Tate,Jeanette Archer
933,Build high,Comedy,1980,10-12-1980,USA,82849248.07,101550144.8,194205757.9,27981229.64,40682828.06,7.7,55,2760,426,Caitlin Brewer,Christopher Green
934,Beat,Drama,1966,29-06-1966,Canada,7127853.43,3745038.5,7127853.43,827710.98,1782040.83,6.0,83,4236,533,William Walker,Jessica Scott
